اسم المشروع,القطاع,رأس المال,تكلفة المبيعات,الإيرادات,التكلفة التشغيلية الشهرية,سعر المنتج او الخدمة,الطاقة الإنتاجية الشهرية,هامش الربح,نوع العميل,السوق المستهدف,قنوات التوزيع,حجم الطلب,عدد المنافسين,طرق التسويق,عدد العمال,نوع المعدات,الموقع,فترة الاسترداد,النتيجة_رقم,رأس المال_Scaled,الإيرادات_Scaled,تكلفة المبيعات_Scaled,نوع المشروع الدقيق_Encoded,Log_رأس_المال,Log_رأس_المال_Scaled,عدد العمال_Scaled,حجم الطلب_Scaled,عدد المنافسين_Scaled,Target_الجدوى,Target_فترة_الاسترداد
مزرعة أسماك (بلطي أو كارب) - 7042,زراعي,8623665,0.6346,14451296,764219,سعر السوق المنافس,3843 وحدة/كيلو,0.37,تجار جملة ومصانع (B2B),"المطاعم، الأسواق المحلية","تجار التجزئة, تطبيقات التوصيل",2,3,"التسويق الشفهي, فيسبوك وواتساب",2,معدات متخصصة,صنعاء,19.6,2,0.2843,0.2101,0.4817,105,15.97,0.5991,0.125,0,1,2,19.6
مصنع صغير لإنتاج البلوك الإسمنتي - 2440,صناعي,11912310,0.7449,27366501,1698721,سعر السوق المنافس,739 وحدة/كيلو,0.26,تجار جملة ومصانع (B2B),"شركات المقاولات، الأفراد البناؤون","البيع المباشر, تطبيقات التوصيل",2,3,"لوحات إعلانية, التسويق الشفهي",9,"آلات تصنيع، أدوات تغليف",عدن,20.5,2,0.4182,0.4326,0.6752,3,16.2931,0.7156,1,0,1,2,20.5
مشروع لإنتاج وتعبئة البهارات والتوابل - 5350,إنتاجي/غذائي,18273460,0.7385,45309952,2788302,سعر السوق المنافس,3302 وحدة/كيلو,0.26,مختلط,"المطاعم، الأسر، البقالات","تجار التجزئة, تطبيقات التوصيل",,1,"عروض ترويجية, لوحات إعلانية",8,"آلات تصنيع، أدوات تغليف",حضرموت,18.5,2,0.6771,0.7416,0.664,256,16.721,0.8699,0.875,,0,2,18.5
مركز لخدمات الترجمة والتعريب - 2326,خدمي,5585400,0.5523,11302104,520186,حسب نوع الخدمة,حسب الطلب اليومي,0.45,أفراد (B2C),"الشركات، المؤسسات الحكومية، الأفراد","البيع المباشر, وسائل التواصل الاجتماعي",3,2,"فيسبوك وواتساب, لوحات إعلانية",2,"أدوات مكتبية، أجهزة كمبيوتر",عدن,13.2,2,0.1607,0.1559,0.3374,145,15.5357,0.4425,0.125,1,0.5,2,13.2
مشروع إنتاج العطور والبخور - 5161,صناعي,21186535,0.7713,43584825,2801473,سعر السوق المنافس,566 وحدة/كيلو,0.23,تجار جملة ومصانع (B2B),"النساء، محلات الهدايا، العرسان","تجار التجزئة, وسائل التواصل الاجتماعي",,1,"عروض ترويجية, فيسبوك وواتساب",8,"آلات تصنيع، أدوات تغليف",صنعاء,25.5,2,0.7956,0.7119,0.7216,122,16.8689,0.9233,0.875,,0,2,25.5
محل لبيع الأدوات المكتبية والمدرسية - 9141,تجاري,7420985,0.8955,15379423,1147752,متنوع حسب الصنف,حسب الطلب اليومي,0.1,أفراد (B2C),"الطلاب، المكاتب، المدرسون","تجار التجزئة, وسائل التواصل الاجتماعي",2,3,"فيسبوك وواتساب, التسويق الشفهي",3,"أرفف، نظام محاسبي، ثلاجات",إب,55.4,2,0.2354,0.2261,0.9396,24,15.8198,0.545,0.25,0,1,2,55.4
مصنع صغير لإنتاج البلوك الإسمنتي - 8846,صناعي,23112000,0.6271,34849348,1821217,سعر السوق المنافس,2882 وحدة/كيلو,0.37,تجار جملة ومصانع (B2B),"شركات المقاولات، الأفراد البناؤون","تطبيقات التوصيل, البيع المباشر",2,2,"التسويق الشفهي, عروض ترويجية",6,"آلات تصنيع، أدوات تغليف",تعز,21.3,2,0.874,0.5614,0.4686,3,16.9559,0.9547,0.625,0,0.5,2,21.3
مركز لتعليم اللغات الأجنبية - 1554,خدمي,4581205,0.5309,10433023,461593,حسب نوع الخدمة,حسب الطلب اليومي,0.47,أفراد (B2C),"الطلاب، الباحثون عن عمل، المسافرون","وسائل التواصل الاجتماعي, البيع المباشر",3,1,"فيسبوك وواتساب, لوحات إعلانية",1,"أدوات مكتبية، أجهزة كمبيوتر",حضرموت,11.2,2,0.1198,0.1409,0.2999,101,15.3375,0.371,0,1,0,2,11.2
مقهى ومخبز صحي - 6192,إنتاجي/غذائي,10806465,0.7296,21540670,1309669,سعر السوق المنافس,2392 وحدة/كيلو,0.27,مختلط,"المهتمون بالصحة، الرياضيون","تطبيقات التوصيل, تجار التجزئة",3,2,"لوحات إعلانية, فيسبوك وواتساب",9,"آلات تصنيع، أدوات تغليف",عدن,22.3,2,0.3732,0.3322,0.6484,143,16.1957,0.6805,1,1,0.5,2,22.3
مشروع لإنتاج وتعبئة البهارات والتوابل - 2542,إنتاجي/غذائي,12369200,0.7733,21111865,1360521,سعر السوق المنافس,4880 وحدة/كيلو,0.23,مختلط,"المطاعم، الأسر، البقالات","تطبيقات التوصيل, وسائل التواصل الاجتماعي",3,2,"لوحات إعلانية, التسويق الشفهي",4,"آلات تصنيع، أدوات تغليف",صنعاء,31,2,0.4368,0.3248,0.7251,256,16.3307,0.7292,0.375,1,0.5,2,31
محل بيع أقمشة وملابس جاهزة - 5379,تجاري,8132535,0.7358,16739574,1026472,متنوع حسب الصنف,حسب الطلب اليومي,0.26,أفراد (B2C),"النساء، محلات الخياطة","البيع المباشر, تطبيقات التوصيل",3,3,"التسويق الشفهي, لوحات إعلانية",1,"أرفف، نظام محاسبي، ثلاجات",حضرموت,22.1,2,0.2643,0.2495,0.6594,26,15.9114,0.578,0,1,1,2,22.1
محل لبيع الأجهزة الإلكترونية المستعملة - 8659,تجاري,4364530,0.8161,8060329,548151,متنوع حسب الصنف,حسب الطلب اليومي,0.18,أفراد (B2C),"الطلاب، المكاتب الصغيرة، الأفراد","وسائل التواصل الاجتماعي, تجار التجزئة",2,1,"التسويق الشفهي, فيسبوك وواتساب",1,"أرفف، نظام محاسبي، ثلاجات",حضرموت,35.3,2,0.111,0.1,0.8001,21,15.289,0.3535,0,0,0,2,35.3
محل بيع مستلزمات الأطفال والألعاب - 5561,تجاري,3088020,0.7853,7710829,504601,متنوع حسب الصنف,حسب الطلب اليومي,0.21,أفراد (B2C),"الأمهات، العائلات التي لديها أطفال","وسائل التواصل الاجتماعي, تجار التجزئة",,1,"فيسبوك وواتساب, لوحات إعلانية",1,"أرفف، نظام محاسبي، ثلاجات",إب,22.4,2,0.059,0.094,0.7461,54,14.943,0.2287,0,,0,2,22.4
"مشروع زراعة وإنتاج البقوليات (الفول، العدس)",زراعي,7866376.601,0.7647,10348140.88,619440.1424,سعر السوق المنافس,2503 وحدة/كيلو,0.2429,تجار جملة ومصانع (B2B),"المطاعم، الأسواق، الأسر","وسائل التواصل الاجتماعي, تجار التجزئة",,2.0151,"التسويق الشفهي, فيسبوك وواتساب",3.9356,معدات متخصصة,صنعاء,36.3151,1.0082,0.2442,0.129,0.6807,208.4906,15.698,0.5441,0.3569,,0.498,1.0101,36.1597
محل لبيع الأجهزة الإلكترونية المستعملة - 8590,تجاري,4794812.82,0.8229,8230105.119,594505.6742,متنوع حسب الصنف,حسب الطلب اليومي,0.1723,أفراد (B2C),"الطلاب، المكاتب الصغيرة، الأفراد","وسائل التواصل الاجتماعي, تطبيقات التوصيل",,2.0286,"فيسبوك وواتساب, التسويق الشفهي",3.066,"أرفف، نظام محاسبي، ثلاجات",حضرموت,39.2214,1.95,0.1301,0.1051,0.8381,21.2343,15.3535,0.3759,0.2519,,0.5181,2.0591,39.3796
مزرعة خضروات وفواكه عضوية - 2002,زراعي,8458929.988,0.6539,14411330.01,830067.3141,سعر السوق المنافس,2193 وحدة/كيلو,0.3582,تجار جملة ومصانع (B2B),"المهتمون بالصحة، المطاعم الراقية","تجار التجزئة, تطبيقات التوصيل",3.0681,1.0238,"التسويق الشفهي, لوحات إعلانية",3.9233,معدات متخصصة,حضرموت,18.8567,2.0115,0.2603,0.2124,0.4756,197.8605,15.5795,0.5812,0.3676,1.0313,0,1.9381,19.6403
محل بيع قهوة وبن يمني - 52,تجاري,6384831.009,0.7165,7858552.052,459158.8906,متنوع حسب الصنف,حسب الطلب اليومي,0.2728,أفراد (B2C),"المقاهي، السياح، الأفراد","وسائل التواصل الاجتماعي, البيع المباشر",2.0012,3.0872,"لوحات إعلانية, فيسبوك وواتساب",3.0233,"أرفف، نظام محاسبي، ثلاجات",تعز,33.4024,1.9814,0.1922,0.095,0.6281,27.1715,15.5571,0.4964,0.249,0,0.9866,1.9902,34.633
مزرعة لتربية الدواجن (البياض),زراعي,8952873.637,0.7195,10907974.97,657215.5823,سعر السوق المنافس,2857 وحدة/كيلو,0.283,تجار جملة ومصانع (B2B),"محلات البقالة، المطاعم، الأسر","تطبيقات التوصيل, وسائل التواصل الاجتماعي",,1.9668,"عروض ترويجية, فيسبوك وواتساب",3.9379,معدات متخصصة,صنعاء,35.5526,1.0382,0.2981,0.1441,0.6368,116.0655,16.1699,0.6227,0.3723,,0.4855,0.9699,35.2013
معمل تعبئة وتغليف التمور,إنتاجي,23030085.65,0.7321,28157032.93,1756437.548,سعر السوق المنافس,4567 وحدة/كيلو,0.2826,مختلط,الأسواق المحلية وأسواق التصدير,"البيع المباشر, تطبيقات التوصيل",2.0222,3.0437,"التسويق الشفهي, لوحات إعلانية",5.8969,"آلات تصنيع، أدوات تغليف",حضرموت,33.0937,0.9802,0.8768,0.4618,0.6255,134.1813,16.9628,0.954,0.6196,0,1.0117,1.0094,33.2699
محل بيع وتأجير أجهزة الكمبيوتر المحمول,تجاري,8637702.524,0.6735,10707208.44,646341.3713,متنوع حسب الصنف,حسب الطلب اليومي,0.3149,أفراد (B2C),"الطلاب، الشركات، الأفراد","تطبيقات التوصيل, تجار التجزئة",,3.0475,"عروض ترويجية, التسويق الشفهي",2.8896,"أرفف، نظام محاسبي، ثلاجات",حضرموت,29.7081,0.9993,0.2777,0.1451,0.5893,60.485,15.6334,0.5865,0.2485,,1.0254,0.9821,31.0087
تطريز,إنتاجي,22954247.78,0.7584,57231718.86,3698286.564,سعر السوق المنافس,943 وحدة/كيلو,0.2248,مختلط,"تجار التجزئة، البقالات، المطاعم","تطبيقات التوصيل, وسائل التواصل الاجتماعي",,3.0657,"التسويق الشفهي, فيسبوك وواتساب",7.242,"آلات تصنيع، أدوات تغليف",إب,21.7544,1.023,0.8624,0.9223,0.7086,122.2598,17.4401,0.968,0.7528,,0.9836,1.0063,20.2407
"مشروع زراعة وإنتاج البقوليات (الفول، العدس)",زراعي,7561487.929,0.7476,9657074.217,613749.8916,سعر السوق المنافس,2503 وحدة/كيلو,0.2484,تجار جملة ومصانع (B2B),"المطاعم، الأسواق، الأسر","وسائل التواصل الاجتماعي, تجار التجزئة",,1.9956,"التسويق الشفهي, فيسبوك وواتساب",3.8809,معدات متخصصة,صنعاء,35.5981,0.9872,0.2437,0.1298,0.6855,203.3272,16.1031,0.5658,0.3827,,0.5054,0.9976,36.6666
خدمات تنجيد وتصليح الأثاث,خدمي,2749710.397,0.6155,4499033.567,247485.3046,حسب نوع الخدمة,حسب الطلب اليومي,0.3488,أفراد (B2C),"الأسر، المكاتب، الفنادق","تطبيقات التوصيل, البيع المباشر",2.0503,1.974,"فيسبوك وواتساب, عروض ترويجية",1.9464,"أدوات مكتبية، أجهزة كمبيوتر",حضرموت,20.1762,1.0028,0.0456,0.0394,0.4651,0,14.8606,0.1886,0.1254,0,0.4976,1.0122,19.5
محل بيع مستلزمات طبية وصيدلانية - 8273,تجاري,8915703.194,0.7329,16921554.89,1052722.243,متنوع حسب الصنف,حسب الطلب اليومي,0.255,أفراد (B2C),"المستشفيات، الصيدليات، الأفراد","تجار التجزئة, تطبيقات التوصيل",3.0175,3.0689,"عروض ترويجية, التسويق الشفهي",0.9757,"أرفف، نظام محاسبي، ثلاجات",صنعاء,25.4326,1.9551,0.3118,0.2428,0.6317,42.6227,16.1296,0.622,0,0.9792,1.0131,2.0672,25.7887
متوسط التجاري,تجاري,6696911.827,0.7394,9571701.736,540922.9717,متنوع حسب الصنف,حسب الطلب اليومي,0.2867,أفراد (B2C),"المستهلك النهائي، الأسر، الشباب","تطبيقات التوصيل, وسائل التواصل الاجتماعي",3.0916,2.0511,"التسويق الشفهي, لوحات إعلانية",3.0249,"أرفف، نظام محاسبي، ثلاجات",حضرموت,28.6023,1.0068,0.205,0.1246,0.6312,82.2992,15.4598,0.509,0.2444,0.9908,0.4771,0.9911,28.5546
مطعم وجبات سريعة (برجر وشاورما) - 6802,إنتاجي/غذائي,25743225.67,0.626,44123599.24,2270177.472,سعر السوق المنافس,840 وحدة/كيلو,0.3735,مختلط,"الشباب، العائلات، الموظفون","وسائل التواصل الاجتماعي, البيع المباشر",1.975,1.0156,"عروض ترويجية, لوحات إعلانية",5.9198,"آلات تصنيع، أدوات تغليف",تعز,19.6729,2.0259,0.9892,0.7165,0.4706,98.366,16.7164,0.9906,0.6305,0,0,2.0268,18.6232
مطعم وجبات سريعة (برجر وشاورما) - 4637,إنتاجي/غذائي,11864337.51,0.6588,16705892.52,920593.8505,سعر السوق المنافس,4180 وحدة/كيلو,0.3386,مختلط,"الشباب، العائلات، الموظفون","البيع المباشر, تجار التجزئة",,3.0044,"التسويق الشفهي, فيسبوك وواتساب",4.0869,"آلات تصنيع، أدوات تغليف",تعز,24.1355,1.9409,0.3999,0.2454,0.5169,98.3619,16.6038,0.715,0.3684,,0.9984,2.0407,23.9957
مصنع صغير لإنتاج المياه المعبأة,إنتاجي,18350344.05,0.7231,23216726.62,1407516.841,سعر السوق المنافس,3934 وحدة/كيلو,0.2656,مختلط,"محلات البقالة، المساجد، الشركات","البيع المباشر, تطبيقات التوصيل",1.9279,1.9903,"فيسبوك وواتساب, التسويق الشفهي",4.1053,"آلات تصنيع، أدوات تغليف",إب,36.9876,0.9741,0.6559,0.3646,0.6714,139.2034,16.2542,0.8479,0.3719,0,0.5069,1.0216,36.1567
ورشة نجارة وتفصيل مطابخ - 1777,صناعي,22547185.79,0.6956,52159116.79,3185698.999,سعر السوق المنافس,4865 وحدة/كيلو,0.2887,تجار جملة ومصانع (B2B),"المنازل الجديدة، تجديد المطابخ","تطبيقات التوصيل, تجار التجزئة",3.0511,1.0101,"فيسبوك وواتساب, عروض ترويجية",8.9232,"آلات تصنيع، أدوات تغليف",تعز,18.4903,2.0502,0.8947,0.8739,0.5804,120.0901,17.182,0.9641,1.0122,1.0349,0,2.0352,18.5015
ورشة تصنيع وتركيب الأبواب والنوافذ الخشبية,إنتاجي,23347429.01,0.7831,38628197.2,2440600.23,سعر السوق المنافس,1057 وحدة/كيلو,0.2159,مختلط,"شركات المقاولات، الأفراد","تجار التجزئة, البيع المباشر",3.0097,3.0804,"لوحات إعلانية, التسويق الشفهي",8.0218,"آلات تصنيع، أدوات تغليف",تعز,33.6423,1.0343,0.8438,0.6166,0.7562,238.6469,16.5473,0.9507,0.8668,0.9905,1.0083,1.0304,34.2667
ورشة نجارة وتفصيل مطابخ - 9736,صناعي,18956064.09,0.6782,42340899.88,2472973.057,سعر السوق المنافس,2750 وحدة/كيلو,0.313,تجار جملة ومصانع (B2B),"المنازل الجديدة، تجديد المطابخ","وسائل التواصل الاجتماعي, تجار التجزئة",,1.9461,"عروض ترويجية, لوحات إعلانية",9.0127,"آلات تصنيع، أدوات تغليف",تعز,16.4434,1.98,0.7209,0.6766,0.5708,116.4952,16.002,0.8911,1.0358,,0.5122,2.0434,17.4998
